source_email,relationship_type,target_email
example100279@students.pitzer.edu,like,example101933@mymail.pomona.edu
example100279@students.pitzer.edu,friend,example101474@students.pitzer.edu
example100279@students.pitzer.edu,like,example100170@mymail.pomona.edu
example100279@students.pitzer.edu,friend,example100170@mymail.pomona.edu
example100279@students.pitzer.edu,friend,example100598@students.claremontmckenna.edu
example100598@students.claremontmckenna.edu,friend,example100279@students.pitzer.edu
example100280@scrippscollege.edu,friend,example100830@mymail.pomona.edu
example100280@scrippscollege.edu,friend,example100752@mymail.pomona.edu
example100280@scrippscollege.edu,friend,example101117@mymail.pomona.edu
example100280@scrippscollege.edu,like,example101100@students.pitzer.edu
example100280@scrippscollege.edu,like,example101467@hmc.edu
example100280@scrippscollege.edu,friend,example101467@hmc.edu
example100281@scrippscollege.edu,like,example101219@scrippscollege.edu
example100281@scrippscollege.edu,like,example100680@hmc.edu
example100281@scrippscollege.edu,like,example100000@scrippscollege.edu
example100281@scrippscollege.edu,like,example100795@mymail.pomona.edu
example100282@mymail.pomona.edu,friend,example101595@mymail.pomona.edu
example100282@mymail.pomona.edu,friend,example100512@hmc.edu
example100282@mymail.pomona.edu,like,example100127@hmc.edu
example100282@mymail.pomona.edu,friend,example101214@mymail.pomona.edu
example100282@mymail.pomona.edu,like,example100985@hmc.edu
example100282@mymail.pomona.edu,friend,example100376@scrippscollege.edu
example100282@mymail.pomona.edu,like,example100112@hmc.edu
example100282@mymail.pomona.edu,friend,example100112@hmc.edu
example100282@mymail.pomona.edu,like,example100009@students.pitzer.edu
example100283@scrippscollege.edu,friend,example100553@students.claremontmckenna.edu
example100283@scrippscollege.edu,friend,example100171@students.claremontmckenna.edu
example100283@scrippscollege.edu,like,example101302@students.claremontmckenna.edu
example100283@scrippscollege.edu,friend,example100853@mymail.pomona.edu
example100283@scrippscollege.edu,like,example100742@hmc.edu
example100283@scrippscollege.edu,friend,example100742@hmc.edu
example100284@scrippscollege.edu,like,example101010@hmc.edu
example100284@scrippscollege.edu,like,example101871@students.pitzer.edu
example101871@students.pitzer.edu,like,example100284@scrippscollege.edu
example100284@scrippscollege.edu,like,example101615@hmc.edu
example100284@scrippscollege.edu,friend,example101615@hmc.edu
example100284@scrippscollege.edu,like,example100155@students.claremontmckenna.edu
example100284@scrippscollege.edu,like,example101080@scrippscollege.edu
example100284@scrippscollege.edu,friend,example100469@students.claremontmckenna.edu
example100284@scrippscollege.edu,like,example100881@scrippscollege.edu
example100284@scrippscollege.edu,like,example100399@students.claremontmckenna.edu
example100284@scrippscollege.edu,friend,example100874@mymail.pomona.edu
example100284@scrippscollege.edu,friend,example100878@mymail.pomona.edu
example100284@scrippscollege.edu,like,example101059@students.pitzer.edu
example100284@scrippscollege.edu,friend,example101059@students.pitzer.edu
example100284@scrippscollege.edu,like,example101711@students.pitzer.edu
example100284@scrippscollege.edu,like,example100696@students.pitzer.edu
example100284@scrippscollege.edu,friend,example100696@students.pitzer.edu
example100284@scrippscollege.edu,friend,example100233@students.claremontmckenna.edu
example100284@scrippscollege.edu,friend,example101653@students.claremontmckenna.edu
example100285@mymail.pomona.edu,like,example100545@students.claremontmckenna.edu
example100285@mymail.pomona.edu,friend,example100545@students.claremontmckenna.edu
example100285@mymail.pomona.edu,friend,example100305@mymail.pomona.edu
example100285@mymail.pomona.edu,friend,example100731@hmc.edu
example100285@mymail.pomona.edu,like,example101459@scrippscollege.edu
example100285@mymail.pomona.edu,like,example101243@mymail.pomona.edu
example100285@mymail.pomona.edu,friend,example100846@scrippscollege.edu
example100285@mymail.pomona.edu,friend,example101754@students.pitzer.edu
example100285@mymail.pomona.edu,friend,example101962@mymail.pomona.edu
example100285@mymail.pomona.edu,like,example101919@students.claremontmckenna.edu
example101919@students.claremontmckenna.edu,like,example100285@mymail.pomona.edu
example100286@students.pitzer.edu,like,example101877@mymail.pomona.edu
example100286@students.pitzer.edu,friend,example101307@students.claremontmckenna.edu
example101307@students.claremontmckenna.edu,friend,example100286@students.pitzer.edu
example100286@students.pitzer.edu,like,example100585@students.pitzer.edu
example100286@students.pitzer.edu,like,example101409@scrippscollege.edu
example100286@students.pitzer.edu,friend,example101333@hmc.edu
example101333@hmc.edu,friend,example100286@students.pitzer.edu
example100286@students.pitzer.edu,friend,example100418@students.claremontmckenna.edu
example100286@students.pitzer.edu,friend,example100379@students.pitzer.edu
example100286@students.pitzer.edu,like,example101557@students.pitzer.edu
example100286@students.pitzer.edu,like,example100074@students.pitzer.edu
example100286@students.pitzer.edu,friend,example100074@students.pitzer.edu
example100286@students.pitzer.edu,like,example100686@students.claremontmckenna.edu
example100287@students.pitzer.edu,like,example101193@hmc.edu
example100287@students.pitzer.edu,friend,example101193@hmc.edu
example100287@students.pitzer.edu,like,example101599@students.pitzer.edu
example100287@students.pitzer.edu,like,example101201@students.claremontmckenna.edu
example100287@students.pitzer.edu,like,example100819@students.claremontmckenna.edu
example100287@students.pitzer.edu,friend,example101366@mymail.pomona.edu
example100288@students.claremontmckenna.edu,friend,example100254@scrippscollege.edu
example100288@students.claremontmckenna.edu,friend,example100839@students.claremontmckenna.edu
example100288@students.claremontmckenna.edu,like,example100933@students.claremontmckenna.edu
example100933@students.claremontmckenna.edu,like,example100288@students.claremontmckenna.edu
example100288@students.claremontmckenna.edu,friend,example101228@students.claremontmckenna.edu
example100288@students.claremontmckenna.edu,friend,example101985@scrippscollege.edu
example100288@students.claremontmckenna.edu,like,example100846@scrippscollege.edu
example100290@students.pitzer.edu,friend,example100162@students.pitzer.edu
example100290@students.pitzer.edu,like,example100459@hmc.edu
example100290@students.pitzer.edu,friend,example101352@scrippscollege.edu
example100290@students.pitzer.edu,like,example100245@mymail.pomona.edu
example100290@students.pitzer.edu,friend,example100245@mymail.pomona.edu
example100290@students.pitzer.edu,friend,example100345@students.pitzer.edu
example100290@students.pitzer.edu,friend,example101639@students.claremontmckenna.edu
example100290@students.pitzer.edu,friend,example101782@students.claremontmckenna.edu
example100290@students.pitzer.edu,friend,example101541@mymail.pomona.edu
example100290@students.pitzer.edu,friend,example101034@hmc.edu
example100291@scrippscollege.edu,friend,example100197@students.claremontmckenna.edu
example100291@scrippscollege.edu,friend,example101022@students.pitzer.edu
example100291@scrippscollege.edu,like,example100351@scrippscollege.edu
example100291@scrippscollege.edu,friend,example101723@mymail.pomona.edu
example101723@mymail.pomona.edu,friend,example100291@scrippscollege.edu
example100291@scrippscollege.edu,like,example101244@mymail.pomona.edu
example100291@scrippscollege.edu,friend,example101244@mymail.pomona.edu
example100291@scrippscollege.edu,like,example101454@hmc.edu
example101454@hmc.edu,like,example100291@scrippscollege.edu
example100291@scrippscollege.edu,friend,example101454@hmc.edu
example100291@scrippscollege.edu,like,example101031@students.pitzer.edu
example100291@scrippscollege.edu,friend,example100116@hmc.edu
example100291@scrippscollege.edu,friend,example100479@mymail.pomona.edu
example100292@hmc.edu,like,example100350@students.claremontmckenna.edu
example100292@hmc.edu,like,example101688@mymail.pomona.edu
example100292@hmc.edu,like,example100371@scrippscollege.edu
example100292@hmc.edu,like,example101981@students.pitzer.edu
example100292@hmc.edu,friend,example101461@hmc.edu
example100292@hmc.edu,like,example100391@scrippscollege.edu
example100292@hmc.edu,friend,example100391@scrippscollege.edu
example100292@hmc.edu,friend,example100462@students.claremontmckenna.edu
example100292@hmc.edu,friend,example101995@mymail.pomona.edu
example100292@hmc.edu,like,example100644@scrippscollege.edu
example100292@hmc.edu,like,example101594@students.claremontmckenna.edu
example100292@hmc.edu,friend,example101594@students.claremontmckenna.edu
example101594@students.claremontmckenna.edu,friend,example100292@hmc.edu
example100292@hmc.edu,friend,example101183@mymail.pomona.edu
example101183@mymail.pomona.edu,friend,example100292@hmc.edu
example100292@hmc.edu,like,example100564@scrippscollege.edu
example100292@hmc.edu,like,example100071@mymail.pomona.edu
example100292@hmc.edu,friend,example100071@mymail.pomona.edu
example100292@hmc.edu,friend,example100712@scrippscollege.edu
example100712@scrippscollege.edu,friend,example100292@hmc.edu
example100292@hmc.edu,friend,example101738@hmc.edu
example100292@hmc.edu,like,example100120@scrippscollege.edu
example100120@scrippscollege.edu,like,example100292@hmc.edu
example100292@hmc.edu,friend,example101550@mymail.pomona.edu
example100293@scrippscollege.edu,friend,example101235@mymail.pomona.edu
example100293@scrippscollege.edu,like,example101907@students.pitzer.edu
example100293@scrippscollege.edu,like,example100130@hmc.edu
example100293@scrippscollege.edu,friend,example101523@scrippscollege.edu
example100294@students.claremontmckenna.edu,friend,example100397@students.claremontmckenna.edu
example100294@students.claremontmckenna.edu,like,example100050@hmc.edu
example100294@students.claremontmckenna.edu,friend,example100050@hmc.edu
example100294@students.claremontmckenna.edu,friend,example101133@hmc.edu
example100294@students.claremontmckenna.edu,like,example100028@mymail.pomona.edu
example100294@students.claremontmckenna.edu,friend,example100028@mymail.pomona.edu
example100294@students.claremontmckenna.edu,like,example101254@hmc.edu
example100294@students.claremontmckenna.edu,friend,example101254@hmc.edu
example100294@students.claremontmckenna.edu,like,example101595@mymail.pomona.edu
example100294@students.claremontmckenna.edu,friend,example101595@mymail.pomona.edu
example100294@students.claremontmckenna.edu,like,example101519@students.claremontmckenna.edu
example100294@students.claremontmckenna.edu,friend,example101519@students.claremontmckenna.edu
example100294@students.claremontmckenna.edu,like,example100131@students.pitzer.edu
example100294@students.claremontmckenna.edu,friend,example101255@students.claremontmckenna.edu
example100294@students.claremontmckenna.edu,like,example100291@scrippscollege.edu
example100295@students.claremontmckenna.edu,like,example101762@mymail.pomona.edu
example100296@students.pitzer.edu,friend,example101410@scrippscollege.edu
example100296@students.pitzer.edu,like,example101620@scrippscollege.edu
example100296@students.pitzer.edu,friend,example100164@scrippscollege.edu
example100297@hmc.edu,like,example100682@scrippscollege.edu
example100297@hmc.edu,friend,example101391@scrippscollege.edu
example100298@scrippscollege.edu,friend,example101655@students.claremontmckenna.edu
example100298@scrippscollege.edu,friend,example101617@students.pitzer.edu
example100298@scrippscollege.edu,like,example100667@scrippscollege.edu
example100298@scrippscollege.edu,friend,example100667@scrippscollege.edu
example100298@scrippscollege.edu,friend,example100468@hmc.edu
example100298@scrippscollege.edu,like,example100163@hmc.edu
example100298@scrippscollege.edu,friend,example100163@hmc.edu
example100298@scrippscollege.edu,like,example101314@students.pitzer.edu
example100298@scrippscollege.edu,like,example101995@mymail.pomona.edu
example100299@students.claremontmckenna.edu,friend,example101250@scrippscollege.edu
example100299@students.claremontmckenna.edu,like,example101238@hmc.edu
example100299@students.claremontmckenna.edu,friend,example101238@hmc.edu
example100299@students.claremontmckenna.edu,friend,example100282@mymail.pomona.edu
example100299@students.claremontmckenna.edu,friend,example100160@students.claremontmckenna.edu
example100299@students.claremontmckenna.edu,like,example101371@mymail.pomona.edu
example100299@students.claremontmckenna.edu,friend,example101371@mymail.pomona.edu
example100299@students.claremontmckenna.edu,friend,example101325@students.claremontmckenna.edu
example100299@students.claremontmckenna.edu,friend,example100344@scrippscollege.edu
example100344@scrippscollege.edu,friend,example100299@students.claremontmckenna.edu
example100299@students.claremontmckenna.edu,like,example100831@students.pitzer.edu
example100299@students.claremontmckenna.edu,friend,example100831@students.pitzer.edu
example100299@students.claremontmckenna.edu,friend,example100689@scrippscollege.edu
example100689@scrippscollege.edu,friend,example100299@students.claremontmckenna.edu
example100300@mymail.pomona.edu,like,example100754@scrippscollege.edu
example100300@mymail.pomona.edu,friend,example100754@scrippscollege.edu
example100301@students.pitzer.edu,like,example100024@mymail.pomona.edu
example100301@students.pitzer.edu,friend,example101368@mymail.pomona.edu
example100301@students.pitzer.edu,like,example100329@mymail.pomona.edu
example100301@students.pitzer.edu,friend,example100321@students.pitzer.edu
example100301@students.pitzer.edu,friend,example101170@hmc.edu
example100302@students.claremontmckenna.edu,friend,example101053@students.claremontmckenna.edu
example100302@students.claremontmckenna.edu,like,example101928@scrippscollege.edu
example100302@students.claremontmckenna.edu,friend,example101928@scrippscollege.edu
example100302@students.claremontmckenna.edu,like,example101550@mymail.pomona.edu
example100302@students.claremontmckenna.edu,friend,example101550@mymail.pomona.edu
example100303@students.claremontmckenna.edu,like,example101296@students.claremontmckenna.edu
example100303@students.claremontmckenna.edu,like,example101684@students.pitzer.edu
example100303@students.claremontmckenna.edu,like,example100692@hmc.edu
example100303@students.claremontmckenna.edu,friend,example100692@hmc.edu
example100692@hmc.edu,friend,example100303@students.claremontmckenna.edu
example100304@students.claremontmckenna.edu,like,example101772@hmc.edu
example100304@students.claremontmckenna.edu,friend,example101772@hmc.edu
example100304@students.claremontmckenna.edu,like,example101690@students.pitzer.edu
example100304@students.claremontmckenna.edu,friend,example101690@students.pitzer.edu
example100304@students.claremontmckenna.edu,friend,example100234@hmc.edu
example100304@students.claremontmckenna.edu,like,example101751@hmc.edu
example100304@students.claremontmckenna.edu,friend,example101751@hmc.edu
example100305@mymail.pomona.edu,like,example100624@scrippscollege.edu
example100624@scrippscollege.edu,like,example100305@mymail.pomona.edu
example100305@mymail.pomona.edu,friend,example100624@scrippscollege.edu
example100305@mymail.pomona.edu,like,example101256@scrippscollege.edu
example100305@mymail.pomona.edu,like,example100869@scrippscollege.edu
example100305@mymail.pomona.edu,friend,example100869@scrippscollege.edu
example100305@mymail.pomona.edu,like,example101494@students.claremontmckenna.edu
example100305@mymail.pomona.edu,friend,example101494@students.claremontmckenna.edu
example100305@mymail.pomona.edu,like,example101188@mymail.pomona.edu
example100305@mymail.pomona.edu,friend,example101188@mymail.pomona.edu
example100305@mymail.pomona.edu,like,example100209@students.claremontmckenna.edu
example100305@mymail.pomona.edu,friend,example100209@students.claremontmckenna.edu
example100305@mymail.pomona.edu,like,example100478@scrippscollege.edu
example100306@hmc.edu,friend,example100484@students.pitzer.edu
example100306@hmc.edu,like,example101452@scrippscollege.edu
example100306@hmc.edu,friend,example101543@hmc.edu
example100306@hmc.edu,like,example100478@scrippscollege.edu
example100306@hmc.edu,friend,example100478@scrippscollege.edu
example100306@hmc.edu,like,example100193@hmc.edu
example100306@hmc.edu,friend,example101486@mymail.pomona.edu
example100306@hmc.edu,friend,example100363@mymail.pomona.edu
example100306@hmc.edu,like,example100600@mymail.pomona.edu
example100306@hmc.edu,friend,example100600@mymail.pomona.edu
example100307@students.claremontmckenna.edu,friend,example100022@students.pitzer.edu
example100307@students.claremontmckenna.edu,like,example101165@hmc.edu
example100307@students.claremontmckenna.edu,friend,example101165@hmc.edu
example100307@students.claremontmckenna.edu,like,example100385@scrippscollege.edu
example100307@students.claremontmckenna.edu,like,example100533@hmc.edu
example100308@students.claremontmckenna.edu,friend,example101232@students.pitzer.edu
example100308@students.claremontmckenna.edu,like,example101147@hmc.edu
example100308@students.claremontmckenna.edu,friend,example100026@students.pitzer.edu
example100308@students.claremontmckenna.edu,like,example100736@hmc.edu
example100308@students.claremontmckenna.edu,like,example101702@hmc.edu
example100308@students.claremontmckenna.edu,like,example101336@students.pitzer.edu
example100308@students.claremontmckenna.edu,friend,example101179@students.claremontmckenna.edu
example101179@students.claremontmckenna.edu,friend,example100308@students.claremontmckenna.edu
example100309@students.pitzer.edu,friend,example101646@hmc.edu
example100309@students.pitzer.edu,friend,example101896@hmc.edu
example100309@students.pitzer.edu,like,example100347@mymail.pomona.edu
example100309@students.pitzer.edu,like,example100990@students.pitzer.edu
example100309@students.pitzer.edu,friend,example101794@scrippscollege.edu
example100309@students.pitzer.edu,friend,example100078@mymail.pomona.edu
example100309@students.pitzer.edu,friend,example101956@students.claremontmckenna.edu
example100310@hmc.edu,like,example100312@students.claremontmckenna.edu
example100310@hmc.edu,friend,example100312@students.claremontmckenna.edu
example100310@hmc.edu,like,example100548@scrippscollege.edu
example100310@hmc.edu,friend,example100548@scrippscollege.edu
example100310@hmc.edu,friend,example100033@scrippscollege.edu
example100310@hmc.edu,like,example100830@mymail.pomona.edu
example100310@hmc.edu,like,example101359@students.claremontmckenna.edu
example100310@hmc.edu,friend,example101031@students.pitzer.edu
example100310@hmc.edu,friend,example100533@hmc.edu
example100310@hmc.edu,friend,example101417@students.claremontmckenna.edu
example100311@hmc.edu,friend,example101963@hmc.edu
example100311@hmc.edu,like,example100729@scrippscollege.edu
example100311@hmc.edu,like,example101465@students.claremontmckenna.edu
example100312@students.claremontmckenna.edu,friend,example100698@hmc.edu
example100312@students.claremontmckenna.edu,like,example100967@hmc.edu
example100312@students.claremontmckenna.edu,like,example101442@mymail.pomona.edu
example100312@students.claremontmckenna.edu,friend,example101442@mymail.pomona.edu
example100313@scrippscollege.edu,like,example100102@mymail.pomona.edu
example100313@scrippscollege.edu,like,example101497@students.pitzer.edu
example100313@scrippscollege.edu,like,example100072@hmc.edu
example100313@scrippscollege.edu,friend,example100072@hmc.edu
example100313@scrippscollege.edu,friend,example101041@hmc.edu
example100313@scrippscollege.edu,friend,example100547@hmc.edu
example100314@mymail.pomona.edu,friend,example100701@students.claremontmckenna.edu
example100315@mymail.pomona.edu,like,example101339@hmc.edu
example100316@students.pitzer.edu,friend,example101915@scrippscollege.edu
example100316@students.pitzer.edu,friend,example101977@scrippscollege.edu
example100316@students.pitzer.edu,friend,example100019@scrippscollege.edu
example100316@students.pitzer.edu,friend,example101607@hmc.edu
example100316@students.pitzer.edu,like,example101440@students.pitzer.edu
example100317@mymail.pomona.edu,like,example101879@hmc.edu
example100317@mymail.pomona.edu,friend,example101879@hmc.edu
example100317@mymail.pomona.edu,like,example100272@hmc.edu
example100272@hmc.edu,like,example100317@mymail.pomona.edu
example100317@mymail.pomona.edu,like,example100292@hmc.edu
example100317@mymail.pomona.edu,like,example100276@mymail.pomona.edu
example100276@mymail.pomona.edu,like,example100317@mymail.pomona.edu
example100317@mymail.pomona.edu,friend,example100276@mymail.pomona.edu
example100317@mymail.pomona.edu,friend,example100258@students.pitzer.edu
example100317@mymail.pomona.edu,like,example101338@students.pitzer.edu
example100317@mymail.pomona.edu,friend,example101578@students.claremontmckenna.edu
example100317@mymail.pomona.edu,friend,example101797@scrippscollege.edu
example100319@scrippscollege.edu,like,example101315@scrippscollege.edu
example100319@scrippscollege.edu,like,example101009@mymail.pomona.edu
example100319@scrippscollege.edu,friend,example100343@students.claremontmckenna.edu
example100320@mymail.pomona.edu,like,example101011@students.pitzer.edu
example100320@mymail.pomona.edu,friend,example100586@students.pitzer.edu
example100320@mymail.pomona.edu,friend,example101453@hmc.edu
example100321@students.pitzer.edu,like,example101385@scrippscollege.edu
example100321@students.pitzer.edu,friend,example100053@scrippscollege.edu
example100321@students.pitzer.edu,like,example100770@scrippscollege.edu
example100321@students.pitzer.edu,friend,example100176@scrippscollege.edu
example100321@students.pitzer.edu,friend,example100530@students.pitzer.edu
example100321@students.pitzer.edu,friend,example101597@mymail.pomona.edu
example100321@students.pitzer.edu,like,example100874@mymail.pomona.edu
example100321@students.pitzer.edu,friend,example100874@mymail.pomona.edu
example100321@students.pitzer.edu,friend,example101847@students.claremontmckenna.edu
example100321@students.pitzer.edu,like,example100865@students.pitzer.edu
example100321@students.pitzer.edu,friend,example100865@students.pitzer.edu
example100321@students.pitzer.edu,like,example101523@scrippscollege.edu
example100323@students.claremontmckenna.edu,like,example101001@students.pitzer.edu
example100323@students.claremontmckenna.edu,friend,example101001@students.pitzer.edu
example100323@students.claremontmckenna.edu,like,example100508@scrippscollege.edu
example100323@students.claremontmckenna.edu,friend,example100508@scrippscollege.edu
example100323@students.claremontmckenna.edu,friend,example100750@hmc.edu
example100323@students.claremontmckenna.edu,like,example100060@students.claremontmckenna.edu
example100323@students.claremontmckenna.edu,friend,example100060@students.claremontmckenna.edu
example100323@students.claremontmckenna.edu,like,example101036@mymail.pomona.edu
example100323@students.claremontmckenna.edu,friend,example100224@scrippscollege.edu
example100323@students.claremontmckenna.edu,like,example101991@hmc.edu
example100323@students.claremontmckenna.edu,friend,example101991@hmc.edu
example100323@students.claremontmckenna.edu,like,example100038@mymail.pomona.edu
example100323@students.claremontmckenna.edu,friend,example100038@mymail.pomona.edu
example100324@hmc.edu,like,example101606@students.pitzer.edu
example100324@hmc.edu,friend,example101606@students.pitzer.edu
example101606@students.pitzer.edu,friend,example100324@hmc.edu
example100325@students.claremontmckenna.edu,like,example100252@scrippscollege.edu
example100325@students.claremontmckenna.edu,friend,example100252@scrippscollege.edu
example100325@students.claremontmckenna.edu,like,example100589@scrippscollege.edu
example100325@students.claremontmckenna.edu,friend,example100589@scrippscollege.edu
example100325@students.claremontmckenna.edu,like,example101899@hmc.edu
example100325@students.claremontmckenna.edu,friend,example101899@hmc.edu
example100325@students.claremontmckenna.edu,friend,example101112@students.pitzer.edu
example100326@mymail.pomona.edu,friend,example100890@hmc.edu
example100326@mymail.pomona.edu,like,example101387@mymail.pomona.edu
example100326@mymail.pomona.edu,like,example100772@students.pitzer.edu
example100326@mymail.pomona.edu,friend,example100772@students.pitzer.edu
example100326@mymail.pomona.edu,friend,example101272@students.pitzer.edu
example100326@mymail.pomona.edu,like,example100791@students.claremontmckenna.edu
example100791@students.claremontmckenna.edu,like,example100326@mymail.pomona.edu
example100326@mymail.pomona.edu,friend,example100791@students.claremontmckenna.edu
example100327@hmc.edu,friend,example101879@hmc.edu
example100327@hmc.edu,like,example101719@mymail.pomona.edu
example101719@mymail.pomona.edu,like,example100327@hmc.edu
example100327@hmc.edu,like,example101089@scrippscollege.edu
example101089@scrippscollege.edu,like,example100327@hmc.edu
example100327@hmc.edu,friend,example101089@scrippscollege.edu
example100327@hmc.edu,friend,example101475@students.pitzer.edu
example100327@hmc.edu,like,example100217@mymail.pomona.edu
example100327@hmc.edu,friend,example100217@mymail.pomona.edu
example100327@hmc.edu,like,example101739@mymail.pomona.edu
example100327@hmc.edu,friend,example101739@mymail.pomona.edu
example100328@students.pitzer.edu,like,example100199@hmc.edu
example100328@students.pitzer.edu,friend,example101485@scrippscollege.edu
example100328@students.pitzer.edu,like,example100309@students.pitzer.edu
example100328@students.pitzer.edu,friend,example100309@students.pitzer.edu
example100328@students.pitzer.edu,like,example100920@hmc.edu
example100328@students.pitzer.edu,like,example100693@scrippscollege.edu
example100328@students.pitzer.edu,friend,example101031@students.pitzer.edu
example100330@students.pitzer.edu,like,example100721@scrippscollege.edu
example100330@students.pitzer.edu,friend,example100721@scrippscollege.edu
example100330@students.pitzer.edu,like,example100052@students.pitzer.edu
example100330@students.pitzer.edu,friend,example100433@students.pitzer.edu
example100330@students.pitzer.edu,friend,example100551@students.claremontmckenna.edu
example100330@students.pitzer.edu,like,example101512@mymail.pomona.edu
example100330@students.pitzer.edu,friend,example101512@mymail.pomona.edu
example100330@students.pitzer.edu,like,example101547@mymail.pomona.edu
example100330@students.pitzer.edu,friend,example101547@mymail.pomona.edu
example100330@students.pitzer.edu,like,example101706@mymail.pomona.edu
example100330@students.pitzer.edu,like,example100788@hmc.edu
example100330@students.pitzer.edu,friend,example100788@hmc.edu
example100330@students.pitzer.edu,like,example101142@students.pitzer.edu
example100330@students.pitzer.edu,friend,example101142@students.pitzer.edu
example100330@students.pitzer.edu,friend,example100672@students.claremontmckenna.edu
example100330@students.pitzer.edu,like,example100966@mymail.pomona.edu
example100330@students.pitzer.edu,like,example101096@mymail.pomona.edu
example100330@students.pitzer.edu,like,example101559@mymail.pomona.edu
example100330@students.pitzer.edu,friend,example100182@hmc.edu
example100331@students.pitzer.edu,like,example100093@hmc.edu
example100331@students.pitzer.edu,like,example101415@students.claremontmckenna.edu
example100331@students.pitzer.edu,friend,example101415@students.claremontmckenna.edu
example100331@students.pitzer.edu,like,example100868@scrippscollege.edu
example100868@scrippscollege.edu,like,example100331@students.pitzer.edu
example100331@students.pitzer.edu,like,example100136@students.pitzer.edu
example100331@students.pitzer.edu,friend,example100136@students.pitzer.edu
example100136@students.pitzer.edu,friend,example100331@students.pitzer.edu
example100332@scrippscollege.edu,like,example100874@mymail.pomona.edu
example100332@scrippscollege.edu,friend,example101582@hmc.edu
example100332@scrippscollege.edu,friend,example101236@students.claremontmckenna.edu
example100332@scrippscollege.edu,like,example101081@scrippscollege.edu
example100332@scrippscollege.edu,like,example100928@mymail.pomona.edu
example100332@scrippscollege.edu,friend,example101182@hmc.edu
example100332@scrippscollege.edu,like,example101623@hmc.edu
example100333@students.pitzer.edu,like,example101631@hmc.edu
example100333@students.pitzer.edu,friend,example101221@hmc.edu
example100333@students.pitzer.edu,like,example101614@mymail.pomona.edu
example100333@students.pitzer.edu,like,example101522@hmc.edu
example100333@students.pitzer.edu,friend,example100549@students.claremontmckenna.edu
example100333@students.pitzer.edu,like,example100471@mymail.pomona.edu
example100333@students.pitzer.edu,like,example100311@hmc.edu
example100333@students.pitzer.edu,friend,example100311@hmc.edu
example100333@students.pitzer.edu,like,example101745@scrippscollege.edu
example100333@students.pitzer.edu,friend,example101745@scrippscollege.edu
example101745@scrippscollege.edu,friend,example100333@students.pitzer.edu
example100333@students.pitzer.edu,like,example100457@hmc.edu
example100333@students.pitzer.edu,friend,example100342@hmc.edu
example100333@students.pitzer.edu,like,example100030@hmc.edu
example100333@students.pitzer.edu,like,example100715@scrippscollege.edu
example100333@students.pitzer.edu,friend,example101203@scrippscollege.edu
example100333@students.pitzer.edu,like,example101328@students.claremontmckenna.edu
example100333@students.pitzer.edu,like,example101784@scrippscollege.edu
example100333@students.pitzer.edu,friend,example100159@mymail.pomona.edu
example100334@hmc.edu,like,example101770@scrippscollege.edu
example100334@hmc.edu,like,example101219@scrippscollege.edu
example100334@hmc.edu,like,example100860@students.pitzer.edu
example100334@hmc.edu,friend,example100547@hmc.edu
example100334@hmc.edu,friend,example101127@students.claremontmckenna.edu
example100335@hmc.edu,like,example100160@students.claremontmckenna.edu
example100160@students.claremontmckenna.edu,like,example100335@hmc.edu
example100335@hmc.edu,friend,example101757@students.pitzer.edu
example100335@hmc.edu,like,example101273@scrippscollege.edu
example100335@hmc.edu,friend,example101562@students.pitzer.edu
example100335@hmc.edu,like,example100830@mymail.pomona.edu
example100335@hmc.edu,friend,example100012@hmc.edu
example100337@mymail.pomona.edu,friend,example100014@scrippscollege.edu
example100337@mymail.pomona.edu,friend,example100509@students.claremontmckenna.edu
example100337@mymail.pomona.edu,like,example100155@students.claremontmckenna.edu
example100337@mymail.pomona.edu,like,example101507@mymail.pomona.edu
example100337@mymail.pomona.edu,friend,example100624@scrippscollege.edu
example100337@mymail.pomona.edu,like,example100308@students.claremontmckenna.edu
example100337@mymail.pomona.edu,friend,example100308@students.claremontmckenna.edu
example100337@mymail.pomona.edu,friend,example101594@students.claremontmckenna.edu
example100338@scrippscollege.edu,friend,example100184@mymail.pomona.edu
example100338@scrippscollege.edu,like,example100672@students.claremontmckenna.edu
example100338@scrippscollege.edu,like,example101734@students.claremontmckenna.edu
example100338@scrippscollege.edu,friend,example101734@students.claremontmckenna.edu
example100338@scrippscollege.edu,like,example101794@scrippscollege.edu
example100338@scrippscollege.edu,like,example101299@mymail.pomona.edu
example100338@scrippscollege.edu,friend,example101242@scrippscollege.edu
example100339@hmc.edu,like,example101683@hmc.edu
example100339@hmc.edu,friend,example100283@scrippscollege.edu
example100339@hmc.edu,like,example100333@students.pitzer.edu
example100339@hmc.edu,friend,example100333@students.pitzer.edu
example100333@students.pitzer.edu,friend,example100339@hmc.edu
example100339@hmc.edu,like,example101871@students.pitzer.edu
example101871@students.pitzer.edu,like,example100339@hmc.edu
example100339@hmc.edu,friend,example101871@students.pitzer.edu
example100339@hmc.edu,like,example101577@hmc.edu
example100339@hmc.edu,friend,example100708@hmc.edu
example100339@hmc.edu,friend,example101983@scrippscollege.edu
example100339@hmc.edu,like,example101034@hmc.edu
example101034@hmc.edu,like,example100339@hmc.edu
example100339@hmc.edu,friend,example101034@hmc.edu
example100339@hmc.edu,friend,example101432@hmc.edu
example100339@hmc.edu,friend,example101379@mymail.pomona.edu
example100342@hmc.edu,like,example100818@students.pitzer.edu
